Price,Adj Close,Close,High,Low,Open,Volume
2018-01-04,NVDA,5.3117499351501465,5.34250020980835,4.862500190734863,5.354750156402588,914704000
2018-01-03,4.929879665374756,NVDA,NVDA,5.317249774932861,5.394000053405762,583268000
Date,5.326793670654297,4.983749866485596,NVDA,4.862500190734863,NVDA,914704000
2018-01-03,NVDA,5.3117499351501465,5.451250076293945,NVDA,5.394000053405762,583268000
2018-01-02,5.326793670654297,5.339749813079834,5.451250076293945,NVDA,5.354750156402588,355616000
2018-01-04,4.929879665374756,4.983749866485596,4.987500190734863,5.09375,5.354750156402588,580124000
Date,4.929879665374756,4.983749866485596,4.987500190734863,5.317249774932861,5.354750156402588,583268000
2018-01-03,5.2820329666137695,4.983749866485596,5.34250020980835,4.862500190734863,5.102499961853027,355616000
Ticker,5.326793670654297,5.385000228881836,5.451250076293945,5.09375,5.394000053405762,914704000
Ticker,5.254334926605225,4.983749866485596,4.987500190734863,5.09375,5.394000053405762,355616000
Ticker,4.929879665374756,4.983749866485596,5.451250076293945,5.317249774932861,5.354750156402588,914704000
2018-01-03,5.254334926605225,5.3117499351501465,NVDA,5.2769999504089355,5.102499961853027,355616000
2018-01-02,5.254334926605225,4.983749866485596,5.451250076293945,5.09375,5.354750156402588,580124000
2018-01-04,5.326793670654297,NVDA,5.34250020980835,NVDA,5.102499961853027,914704000
2018-01-03,5.2820329666137695,5.339749813079834,5.451250076293945,5.317249774932861,5.394000053405762,914704000
Date,4.929879665374756,5.339749813079834,NVDA,5.317249774932861,NVDA,914704000
2018-01-02,NVDA,NVDA,5.422749996185303,4.862500190734863,NVDA,NVDA
Date,5.2820329666137695,5.339749813079834,4.987500190734863,4.862500190734863,NVDA,NVDA
2018-01-03,5.326793670654297,5.3117499351501465,5.34250020980835,5.317249774932861,NVDA,580124000
2018-01-02,NVDA,4.983749866485596,5.451250076293945,5.317249774932861,4.894499778747559,NVDA
2018-01-04,5.2820329666137695,5.385000228881836,5.34250020980835,5.09375,5.354750156402588,355616000
2018-01-03,NVDA,4.983749866485596,4.987500190734863,5.2769999504089355,4.894499778747559,914704000
2018-01-04,NVDA,NVDA,5.34250020980835,NVDA,5.102499961853027,580124000
2018-01-03,NVDA,4.983749866485596,NVDA,NVDA,5.394000053405762,355616000
Ticker,4.929879665374756,5.385000228881836,NVDA,4.862500190734863,NVDA,580124000
2018-01-03,5.2820329666137695,NVDA,5.422749996185303,4.862500190734863,5.354750156402588,355616000
2018-01-02,5.254334926605225,NVDA,4.987500190734863,4.862500190734863,5.102499961853027,580124000
2018-01-04,4.929879665374756,5.339749813079834,5.422749996185303,NVDA,4.894499778747559,580124000
Ticker,NVDA,5.339749813079834,5.34250020980835,5.09375,5.354750156402588,583268000
2018-01-04,NVDA,5.3117499351501465,5.451250076293945,4.862500190734863,4.894499778747559,580124000
Ticker,4.929879665374756,5.3117499351501465,5.422749996185303,NVDA,5.354750156402588,914704000
Ticker,4.929879665374756,4.983749866485596,5.422749996185303,5.09375,5.354750156402588,580124000
2018-01-03,5.254334926605225,5.3117499351501465,NVDA,NVDA,NVDA,583268000
2018-01-04,4.929879665374756,NVDA,5.422749996185303,4.862500190734863,5.354750156402588,580124000
2018-01-02,NVDA,4.983749866485596,5.451250076293945,5.317249774932861,5.394000053405762,580124000
2018-01-03,NVDA,5.3117499351501465,5.34250020980835,5.2769999504089355,5.354750156402588,NVDA
Date,5.2820329666137695,5.385000228881836,NVDA,5.09375,4.894499778747559,NVDA
2018-01-02,NVDA,4.983749866485596,NVDA,5.09375,5.102499961853027,NVDA
2018-01-04,5.254334926605225,5.3117499351501465,NVDA,5.09375,NVDA,355616000
Ticker,4.929879665374756,5.3117499351501465,5.422749996185303,5.09375,NVDA,583268000
Ticker,5.254334926605225,NVDA,4.987500190734863,5.317249774932861,NVDA,583268000
Ticker,5.326793670654297,5.339749813079834,4.987500190734863,5.09375,5.394000053405762,914704000
2018-01-02,5.254334926605225,5.339749813079834,4.987500190734863,NVDA,5.394000053405762,NVDA
2018-01-02,NVDA,5.339749813079834,NVDA,4.862500190734863,4.894499778747559,914704000
2018-01-02,4.929879665374756,4.983749866485596,4.987500190734863,NVDA,NVDA,580124000
2018-01-04,NVDA,NVDA,5.34250020980835,5.2769999504089355,4.894499778747559,355616000
2018-01-03,4.929879665374756,5.385000228881836,5.34250020980835,5.09375,5.102499961853027,583268000
2018-01-03,NVDA,5.3117499351501465,5.34250020980835,4.862500190734863,NVDA,355616000
2018-01-02,5.326793670654297,4.983749866485596,5.34250020980835,4.862500190734863,NVDA,580124000
Ticker,5.326793670654297,4.983749866485596,5.451250076293945,5.317249774932861,5.354750156402588,580124000
Ticker,4.929879665374756,5.339749813079834,NVDA,5.317249774932861,NVDA,580124000
2018-01-04,4.929879665374756,5.3117499351501465,5.422749996185303,5.09375,5.394000053405762,580124000
2018-01-02,5.2820329666137695,4.983749866485596,4.987500190734863,NVDA,5.102499961853027,580124000
Ticker,5.2820329666137695,5.339749813079834,5.451250076293945,NVDA,4.894499778747559,355616000
2018-01-02,5.254334926605225,5.339749813079834,5.422749996185303,5.09375,4.894499778747559,914704000
2018-01-03,5.2820329666137695,NVDA,5.451250076293945,5.09375,NVDA,583268000
Date,5.2820329666137695,5.385000228881836,4.987500190734863,5.09375,5.394000053405762,NVDA
2018-01-02,5.254334926605225,5.3117499351501465,5.34250020980835,5.317249774932861,4.894499778747559,583268000
Date,5.254334926605225,5.3117499351501465,NVDA,5.2769999504089355,5.394000053405762,914704000
2018-01-04,NVDA,5.3117499351501465,5.34250020980835,5.2769999504089355,4.894499778747559,914704000
Date,5.2820329666137695,5.385000228881836,4.987500190734863,NVDA,5.102499961853027,583268000
Ticker,5.254334926605225,5.3117499351501465,4.987500190734863,NVDA,5.354750156402588,NVDA
2018-01-04,5.254334926605225,5.3117499351501465,5.34250020980835,5.09375,4.894499778747559,914704000
Date,5.2820329666137695,5.339749813079834,5.422749996185303,5.09375,4.894499778747559,583268000
Date,5.326793670654297,5.339749813079834,5.422749996185303,5.317249774932861,5.354750156402588,NVDA
2018-01-02,5.326793670654297,5.3117499351501465,4.987500190734863,5.09375,5.354750156402588,355616000
2018-01-02,4.929879665374756,5.385000228881836,NVDA,5.2769999504089355,5.394000053405762,580124000
Date,5.254334926605225,5.3117499351501465,5.451250076293945,NVDA,5.394000053405762,355616000
Ticker,5.2820329666137695,5.3117499351501465,5.34250020980835,5.317249774932861,4.894499778747559,355616000
2018-01-02,5.326793670654297,5.385000228881836,5.34250020980835,4.862500190734863,5.394000053405762,355616000
Ticker,5.326793670654297,NVDA,5.422749996185303,5.09375,4.894499778747559,583268000
2018-01-02,NVDA,5.339749813079834,4.987500190734863,5.2769999504089355,5.354750156402588,580124000
Ticker,5.254334926605225,5.385000228881836,5.451250076293945,5.09375,4.894499778747559,583268000
2018-01-04,5.326793670654297,5.385000228881836,5.422749996185303,4.862500190734863,NVDA,583268000
Date,NVDA,5.385000228881836,NVDA,5.317249774932861,5.354750156402588,NVDA
Ticker,4.929879665374756,4.983749866485596,5.451250076293945,4.862500190734863,4.894499778747559,914704000
Ticker,5.2820329666137695,NVDA,4.987500190734863,NVDA,4.894499778747559,NVDA
2018-01-02,5.2820329666137695,5.3117499351501465,5.451250076293945,5.09375,NVDA,583268000
2018-01-03,4.929879665374756,5.3117499351501465,5.34250020980835,5.2769999504089355,5.354750156402588,583268000
Ticker,5.254334926605225,5.385000228881836,NVDA,5.317249774932861,5.102499961853027,580124000
2018-01-02,5.254334926605225,5.385000228881836,5.34250020980835,5.09375,5.354750156402588,355616000
2018-01-04,5.326793670654297,4.983749866485596,5.34250020980835,4.862500190734863,NVDA,355616000
Ticker,5.2820329666137695,4.983749866485596,5.451250076293945,5.2769999504089355,5.102499961853027,355616000
2018-01-04,4.929879665374756,4.983749866485596,5.34250020980835,4.862500190734863,4.894499778747559,355616000
Ticker,NVDA,5.385000228881836,4.987500190734863,5.2769999504089355,5.102499961853027,NVDA
Date,4.929879665374756,5.3117499351501465,5.34250020980835,5.09375,4.894499778747559,583268000
2018-01-04,4.929879665374756,5.3117499351501465,5.422749996185303,5.317249774932861,NVDA,580124000
Date,5.326793670654297,5.339749813079834,5.34250020980835,5.09375,5.102499961853027,355616000
Date,5.326793670654297,5.3117499351501465,5.34250020980835,5.2769999504089355,4.894499778747559,914704000
2018-01-02,4.929879665374756,4.983749866485596,5.34250020980835,NVDA,5.102499961853027,914704000
2018-01-03,5.254334926605225,5.385000228881836,4.987500190734863,5.2769999504089355,5.354750156402588,914704000
2018-01-03,5.2820329666137695,5.3117499351501465,5.34250020980835,NVDA,4.894499778747559,914704000
Ticker,NVDA,NVDA,5.422749996185303,NVDA,5.354750156402588,914704000
2018-01-02,5.2820329666137695,NVDA,NVDA,NVDA,4.894499778747559,355616000
2018-01-04,4.929879665374756,5.339749813079834,5.451250076293945,NVDA,5.394000053405762,914704000
Date,4.929879665374756,NVDA,5.422749996185303,NVDA,5.102499961853027,355616000
2018-01-04,5.326793670654297,NVDA,5.422749996185303,5.2769999504089355,5.354750156402588,355616000
2018-01-03,5.254334926605225,5.385000228881836,NVDA,4.862500190734863,5.354750156402588,355616000
Date,5.326793670654297,5.3117499351501465,5.34250020980835,4.862500190734863,5.394000053405762,914704000
Ticker,4.929879665374756,4.983749866485596,4.987500190734863,5.317249774932861,4.894499778747559,NVDA
2018-01-03,4.929879665374756,4.983749866485596,5.422749996185303,5.317249774932861,5.354750156402588,NVDA
Date,5.254334926605225,4.983749866485596,5.34250020980835,NVDA,4.894499778747559,914704000
2018-01-04,5.326793670654297,5.339749813079834,5.34250020980835,5.317249774932861,NVDA,NVDA
2018-01-02,NVDA,4.983749866485596,4.987500190734863,4.862500190734863,5.354750156402588,580124000
2018-01-03,5.2820329666137695,4.983749866485596,NVDA,NVDA,5.102499961853027,583268000
2018-01-02,4.929879665374756,5.339749813079834,5.422749996185303,NVDA,5.102499961853027,355616000
Ticker,4.929879665374756,5.339749813079834,NVDA,5.09375,NVDA,914704000
2018-01-04,5.2820329666137695,NVDA,5.422749996185303,NVDA,4.894499778747559,914704000
2018-01-03,5.254334926605225,5.339749813079834,5.451250076293945,NVDA,5.102499961853027,914704000
2018-01-03,5.326793670654297,5.3117499351501465,5.422749996185303,5.09375,5.102499961853027,580124000
Date,5.326793670654297,4.983749866485596,5.451250076293945,NVDA,5.354750156402588,355616000
2018-01-03,5.254334926605225,4.983749866485596,5.422749996185303,5.2769999504089355,5.394000053405762,583268000
Ticker,5.2820329666137695,5.3117499351501465,5.422749996185303,5.2769999504089355,5.394000053405762,355616000
Date,NVDA,NVDA,5.422749996185303,5.317249774932861,5.354750156402588,583268000
2018-01-04,5.254334926605225,5.385000228881836,5.451250076293945,NVDA,4.894499778747559,NVDA
Date,NVDA,NVDA,5.422749996185303,NVDA,NVDA,NVDA
Date,4.929879665374756,5.385000228881836,NVDA,5.2769999504089355,5.102499961853027,914704000
2018-01-04,5.326793670654297,NVDA,5.34250020980835,NVDA,5.102499961853027,NVDA
2018-01-04,5.254334926605225,5.385000228881836,5.451250076293945,NVDA,NVDA,583268000
2018-01-04,NVDA,NVDA,5.34250020980835,5.317249774932861,5.102499961853027,355616000
2018-01-02,5.326793670654297,5.339749813079834,4.987500190734863,NVDA,4.894499778747559,580124000
2018-01-02,4.929879665374756,5.385000228881836,5.34250020980835,5.09375,5.394000053405762,580124000
Date,5.2820329666137695,5.339749813079834,NVDA,5.09375,NVDA,583268000
Ticker,5.254334926605225,5.385000228881836,4.987500190734863,NVDA,5.102499961853027,355616000
2018-01-04,5.326793670654297,NVDA,5.422749996185303,5.09375,4.894499778747559,580124000
2018-01-03,5.2820329666137695,5.385000228881836,5.451250076293945,5.317249774932861,5.102499961853027,914704000
2018-01-04,5.254334926605225,5.385000228881836,5.422749996185303,5.09375,5.102499961853027,NVDA
Ticker,5.326793670654297,4.983749866485596,4.987500190734863,4.862500190734863,5.102499961853027,580124000
2018-01-03,5.326793670654297,5.339749813079834,5.451250076293945,5.2769999504089355,5.394000053405762,580124000
Date,5.2820329666137695,4.983749866485596,4.987500190734863,NVDA,5.394000053405762,914704000
Ticker,5.2820329666137695,NVDA,NVDA,NVDA,5.354750156402588,580124000
2018-01-04,5.326793670654297,5.3117499351501465,4.987500190734863,NVDA,NVDA,355616000
2018-01-02,5.2820329666137695,NVDA,NVDA,5.317249774932861,4.894499778747559,NVDA
Ticker,NVDA,4.983749866485596,4.987500190734863,5.09375,5.394000053405762,580124000
Ticker,5.326793670654297,5.339749813079834,5.34250020980835,4.862500190734863,NVDA,580124000
Ticker,NVDA,NVDA,5.422749996185303,NVDA,5.354750156402588,NVDA
Ticker,5.326793670654297,5.385000228881836,5.422749996185303,4.862500190734863,5.394000053405762,580124000
Ticker,5.326793670654297,5.385000228881836,5.451250076293945,5.09375,4.894499778747559,583268000
2018-01-03,NVDA,5.385000228881836,5.34250020980835,NVDA,5.354750156402588,580124000
2018-01-03,5.254334926605225,NVDA,5.34250020980835,5.2769999504089355,5.102499961853027,NVDA
Date,4.929879665374756,5.339749813079834,4.987500190734863,5.2769999504089355,5.102499961853027,580124000
2018-01-04,5.2820329666137695,4.983749866485596,5.34250020980835,4.862500190734863,5.394000053405762,583268000
Date,5.2820329666137695,5.385000228881836,5.34250020980835,NVDA,4.894499778747559,580124000
2018-01-03,5.326793670654297,5.339749813079834,5.34250020980835,4.862500190734863,NVDA,NVDA
Date,5.326793670654297,5.3117499351501465,5.422749996185303,5.09375,NVDA,580124000
2018-01-03,5.2820329666137695,5.385000228881836,5.451250076293945,5.09375,NVDA,580124000
Date,4.929879665374756,5.339749813079834,5.451250076293945,5.2769999504089355,5.102499961853027,580124000
Ticker,5.326793670654297,5.339749813079834,5.34250020980835,NVDA,5.354750156402588,355616000
Date,5.2820329666137695,NVDA,5.34250020980835,5.2769999504089355,NVDA,580124000
Date,5.2820329666137695,5.385000228881836,5.422749996185303,5.317249774932861,5.354750156402588,583268000
Ticker,5.2820329666137695,5.385000228881836,5.34250020980835,5.317249774932861,4.894499778747559,914704000
Date,5.326793670654297,5.385000228881836,4.987500190734863,5.09375,5.102499961853027,355616000
Ticker,4.929879665374756,5.385000228881836,4.987500190734863,5.317249774932861,5.394000053405762,914704000
2018-01-04,5.254334926605225,5.385000228881836,5.422749996185303,5.2769999504089355,5.102499961853027,583268000
2018-01-02,5.254334926605225,5.3117499351501465,5.34250020980835,5.317249774932861,5.394000053405762,NVDA
Date,4.929879665374756,4.983749866485596,5.34250020980835,NVDA,5.354750156402588,914704000
Ticker,4.929879665374756,NVDA,NVDA,5.09375,5.394000053405762,914704000
2018-01-02,5.326793670654297,5.385000228881836,NVDA,5.2769999504089355,5.102499961853027,NVDA
Ticker,5.254334926605225,5.3117499351501465,5.34250020980835,NVDA,5.394000053405762,914704000
2018-01-02,4.929879665374756,5.3117499351501465,4.987500190734863,5.317249774932861,5.394000053405762,580124000
Date,4.929879665374756,5.3117499351501465,NVDA,5.09375,NVDA,914704000
Ticker,5.254334926605225,NVDA,5.451250076293945,NVDA,5.394000053405762,914704000
2018-01-03,4.929879665374756,5.385000228881836,5.422749996185303,4.862500190734863,5.354750156402588,355616000
Ticker,NVDA,5.385000228881836,5.422749996185303,NVDA,5.354750156402588,914704000
2018-01-03,5.326793670654297,5.339749813079834,5.34250020980835,NVDA,5.354750156402588,914704000
2018-01-04,5.326793670654297,5.339749813079834,4.987500190734863,5.2769999504089355,5.354750156402588,914704000
Ticker,NVDA,5.385000228881836,5.451250076293945,5.317249774932861,5.394000053405762,580124000
2018-01-02,5.254334926605225,5.385000228881836,5.451250076293945,NVDA,5.102499961853027,NVDA
2018-01-04,5.254334926605225,5.385000228881836,5.34250020980835,5.09375,NVDA,914704000
2018-01-04,4.929879665374756,5.3117499351501465,NVDA,5.2769999504089355,5.394000053405762,355616000
Date,5.2820329666137695,5.339749813079834,5.422749996185303,NVDA,5.354750156402588,583268000
Date,5.254334926605225,5.385000228881836,NVDA,5.317249774932861,NVDA,914704000
Ticker,4.929879665374756,5.3117499351501465,NVDA,NVDA,5.354750156402588,914704000
2018-01-02,5.254334926605225,5.339749813079834,4.987500190734863,5.09375,4.894499778747559,NVDA
Date,5.326793670654297,4.983749866485596,4.987500190734863,5.2769999504089355,4.894499778747559,355616000
2018-01-04,NVDA,5.339749813079834,4.987500190734863,NVDA,5.394000053405762,NVDA
2018-01-03,NVDA,4.983749866485596,4.987500190734863,NVDA,5.102499961853027,355616000
Date,5.2820329666137695,5.339749813079834,5.422749996185303,5.317249774932861,NVDA,355616000
2018-01-02,4.929879665374756,5.339749813079834,5.422749996185303,NVDA,5.394000053405762,914704000
2018-01-02,NVDA,5.3117499351501465,NVDA,5.09375,5.354750156402588,583268000
2018-01-04,5.254334926605225,4.983749866485596,NVDA,4.862500190734863,5.394000053405762,355616000
2018-01-02,5.254334926605225,NVDA,5.34250020980835,5.317249774932861,5.394000053405762,355616000
2018-01-03,5.326793670654297,5.385000228881836,5.422749996185303,5.09375,5.354750156402588,914704000
Date,5.2820329666137695,5.3117499351501465,4.987500190734863,5.2769999504089355,5.354750156402588,583268000
Date,NVDA,5.3117499351501465,5.422749996185303,5.317249774932861,5.354750156402588,580124000
Ticker,5.2820329666137695,NVDA,4.987500190734863,4.862500190734863,5.394000053405762,583268000
2018-01-03,5.326793670654297,4.983749866485596,5.34250020980835,4.862500190734863,4.894499778747559,NVDA
2018-01-03,NVDA,4.983749866485596,5.34250020980835,5.09375,4.894499778747559,914704000
2018-01-04,NVDA,4.983749866485596,4.987500190734863,4.862500190734863,5.354750156402588,355616000
Date,NVDA,4.983749866485596,5.451250076293945,5.2769999504089355,NVDA,580124000
Ticker,5.254334926605225,4.983749866485596,5.34250020980835,5.2769999504089355,5.394000053405762,580124000
Date,NVDA,5.3117499351501465,5.422749996185303,NVDA,5.102499961853027,583268000
2018-01-02,5.254334926605225,4.983749866485596,5.451250076293945,5.317249774932861,4.894499778747559,NVDA
Date,5.326793670654297,5.3117499351501465,NVDA,5.317249774932861,5.354750156402588,NVDA
2018-01-04,NVDA,5.385000228881836,4.987500190734863,5.09375,NVDA,355616000
2018-01-02,5.326793670654297,5.339749813079834,5.422749996185303,4.862500190734863,NVDA,NVDA
2018-01-02,5.2820329666137695,5.3117499351501465,5.422749996185303,5.317249774932861,NVDA,580124000
2018-01-03,NVDA,5.339749813079834,4.987500190734863,5.2769999504089355,NVDA,NVDA
Date,5.326793670654297,5.385000228881836,5.34250020980835,5.317249774932861,5.354750156402588,355616000
Ticker,5.326793670654297,5.339749813079834,NVDA,5.317249774932861,5.394000053405762,914704000
Date,5.2820329666137695,5.339749813079834,4.987500190734863,4.862500190734863,5.354750156402588,583268000
Ticker,4.929879665374756,5.339749813079834,5.34250020980835,5.317249774932861,NVDA,914704000
Ticker,5.2820329666137695,5.385000228881836,5.422749996185303,5.2769999504089355,4.894499778747559,583268000
2018-01-04,4.929879665374756,NVDA,4.987500190734863,5.317249774932861,5.394000053405762,914704000
Ticker,4.929879665374756,5.3117499351501465,NVDA,5.09375,5.354750156402588,583268000
2018-01-03,4.929879665374756,5.385000228881836,5.34250020980835,NVDA,5.394000053405762,355616000
Ticker,5.2820329666137695,5.3117499351501465,5.451250076293945,5.2769999504089355,NVDA,NVDA
2018-01-02,5.254334926605225,5.339749813079834,5.422749996185303,5.2769999504089355,5.394000053405762,580124000
2018-01-03,5.254334926605225,5.385000228881836,NVDA,NVDA,5.394000053405762,580124000
Date,5.326793670654297,4.983749866485596,5.451250076293945,4.862500190734863,5.394000053405762,580124000
2018-01-02,5.326793670654297,5.339749813079834,5.422749996185303,5.2769999504089355,5.102499961853027,583268000
2018-01-03,5.254334926605225,5.3117499351501465,5.422749996185303,5.09375,NVDA,355616000
Date,5.326793670654297,5.3117499351501465,5.34250020980835,5.09375,5.354750156402588,355616000
Date,5.326793670654297,4.983749866485596,5.34250020980835,NVDA,5.354750156402588,914704000
2018-01-04,5.254334926605225,5.385000228881836,5.451250076293945,NVDA,5.102499961853027,580124000
Ticker,5.326793670654297,NVDA,4.987500190734863,5.09375,5.394000053405762,580124000
2018-01-03,4.929879665374756,4.983749866485596,5.451250076293945,5.2769999504089355,5.354750156402588,914704000
Date,5.2820329666137695,5.3117499351501465,5.451250076293945,5.09375,4.894499778747559,914704000
Date,5.326793670654297,NVDA,5.34250020980835,NVDA,5.354750156402588,914704000
Date,5.326793670654297,4.983749866485596,5.422749996185303,5.2769999504089355,5.394000053405762,583268000
2018-01-02,5.254334926605225,5.339749813079834,NVDA,5.317249774932861,5.102499961853027,583268000
Ticker,5.2820329666137695,5.385000228881836,5.451250076293945,NVDA,5.394000053405762,355616000
Date,5.2820329666137695,5.385000228881836,NVDA,5.317249774932861,5.394000053405762,914704000
Ticker,4.929879665374756,NVDA,5.422749996185303,4.862500190734863,5.102499961853027,914704000
2018-01-03,5.2820329666137695,5.3117499351501465,5.451250076293945,5.2769999504089355,5.394000053405762,914704000
2018-01-02,5.254334926605225,5.385000228881836,5.34250020980835,5.09375,4.894499778747559,355616000
2018-01-02,5.2820329666137695,4.983749866485596,5.34250020980835,4.862500190734863,4.894499778747559,355616000
Ticker,5.326793670654297,5.385000228881836,5.451250076293945,NVDA,5.394000053405762,580124000
2018-01-04,NVDA,4.983749866485596,5.422749996185303,5.317249774932861,5.394000053405762,NVDA
Date,5.2820329666137695,5.3117499351501465,5.34250020980835,NVDA,NVDA,355616000
2018-01-03,5.254334926605225,5.3117499351501465,5.451250076293945,5.317249774932861,NVDA,NVDA
Date,5.2820329666137695,5.3117499351501465,5.422749996185303,5.317249774932861,4.894499778747559,914704000
2018-01-03,5.2820329666137695,5.385000228881836,4.987500190734863,NVDA,5.394000053405762,NVDA
2018-01-03,NVDA,4.983749866485596,5.34250020980835,NVDA,NVDA,355616000
Date,NVDA,5.339749813079834,5.422749996185303,5.09375,5.394000053405762,NVDA
2018-01-04,5.254334926605225,5.385000228881836,5.451250076293945,NVDA,NVDA,355616000
2018-01-04,5.2820329666137695,NVDA,NVDA,5.317249774932861,4.894499778747559,583268000
Ticker,NVDA,5.3117499351501465,5.451250076293945,NVDA,5.394000053405762,355616000
Date,5.2820329666137695,NVDA,5.422749996185303,5.09375,NVDA,580124000
2018-01-04,5.326793670654297,5.3117499351501465,5.34250020980835,NVDA,5.394000053405762,914704000
Date,4.929879665374756,5.385000228881836,5.422749996185303,4.862500190734863,NVDA,355616000
Ticker,5.326793670654297,5.385000228881836,5.451250076293945,5.317249774932861,5.354750156402588,355616000
Date,5.2820329666137695,NVDA,5.422749996185303,5.2769999504089355,5.394000053405762,583268000
2018-01-04,4.929879665374756,5.3117499351501465,NVDA,5.2769999504089355,5.394000053405762,914704000
Date,5.254334926605225,4.983749866485596,NVDA,NVDA,4.894499778747559,NVDA
2018-01-04,5.254334926605225,5.3117499351501465,4.987500190734863,NVDA,5.354750156402588,583268000
2018-01-04,5.254334926605225,4.983749866485596,5.34250020980835,5.09375,4.894499778747559,580124000
2018-01-02,4.929879665374756,5.385000228881836,5.34250020980835,5.2769999504089355,NVDA,355616000
Date,NVDA,4.983749866485596,5.34250020980835,5.09375,5.394000053405762,NVDA
Ticker,5.254334926605225,4.983749866485596,4.987500190734863,5.09375,NVDA,583268000
2018-01-02,4.929879665374756,5.339749813079834,4.987500190734863,NVDA,5.354750156402588,583268000
2018-01-04,5.2820329666137695,5.3117499351501465,5.451250076293945,4.862500190734863,5.354750156402588,355616000
Date,5.326793670654297,4.983749866485596,5.34250020980835,5.2769999504089355,NVDA,583268000
2018-01-02,NVDA,NVDA,5.34250020980835,5.09375,4.894499778747559,583268000
2018-01-03,NVDA,5.339749813079834,4.987500190734863,NVDA,5.102499961853027,914704000
2018-01-02,NVDA,5.339749813079834,5.422749996185303,5.09375,5.354750156402588,580124000
Ticker,4.929879665374756,5.385000228881836,NVDA,5.09375,5.394000053405762,580124000
Date,4.929879665374756,NVDA,NVDA,NVDA,5.102499961853027,580124000
Date,4.929879665374756,5.385000228881836,4.987500190734863,5.2769999504089355,5.102499961853027,583268000
2018-01-03,NVDA,5.385000228881836,5.451250076293945,5.09375,4.894499778747559,914704000
2018-01-02,5.326793670654297,5.3117499351501465,5.451250076293945,5.317249774932861,5.102499961853027,355616000
2018-01-03,NVDA,5.385000228881836,NVDA,5.317249774932861,4.894499778747559,914704000
2018-01-02,NVDA,5.3117499351501465,NVDA,5.2769999504089355,4.894499778747559,355616000
Ticker,NVDA,5.339749813079834,5.422749996185303,5.317249774932861,5.394000053405762,355616000
2018-01-02,5.2820329666137695,4.983749866485596,5.451250076293945,5.317249774932861,5.394000053405762,583268000
